src,dst,weight
M002752,M002690,338.63
M001997,M009575,6524.51
M004135,M003546,329.0
M002415,M001178,568.01
M007343,M008658,2136.08
M004939,M005248,154.67
M003865,M006103,163.58
M006236,M000840,912.51
M002459,M007508,12549.76
M007087,M000781,84.69
M004260,M007779,1237.88
M002320,M006608,250.36
M001402,M006699,54.04
M000323,M000319,4943.54
M002017,M001771,6087.99
M009703,M002188,171.32
M004874,M000992,4668.77
M008329,M007921,510.66
M008774,M003989,240.83
M000742,M008012,8811.52
M009270,M001662,2002.66
M004170,M008944,672.63
M001384,M005448,9823.6
M001003,M002966,1161.06
M003207,M007602,186.95
M009910,M006931,692.89
M006714,M004765,1762.51
M002237,M003065,7567.38
M002797,M009439,363.96
M006917,M001452,34.52
M006257,M001278,335.92
M007470,M005402,534.27
M000642,M007858,492.82
M000506,M004063,508.44
M006764,M000710,8569.58
M003283,M007331,330.94
M004820,M001493,1269.43
M007536,M007052,2547.81
M004774,M009175,1239.71
M002131,M009794,449.48
M005299,M000575,1690.91
M007501,M001562,248.74
M007611,M008667,442.58
M000384,M005038,1127.85
M009508,M000944,2732.35
M009991,M007158,2590.32
M000237,M005624,6757.14
M002444,M001495,193.39
M001513,M007578,63.48
M001322,M000611,1511.31
M006666,M007811,2580.55
M009540,M004113,103.48
M001243,M001543,1271.91
M006271,M001309,7036.56
M003431,M001429,365.52
M005585,M007683,477.17
M000454,M004591,1093.03
M006359,M008997,2044.96
M007919,M006701,1562.29
M005855,M000080,120.56
M008943,M000645,12.34
M001632,M005513,227.83
M003176,M004504,374.22
M003256,M003430,249.55
M003394,M007220,1185.6
M000855,M006187,5213.88
M007218,M007677,269.94
M008894,M008775,215.06
M000565,M001193,175.54
M004566,M007165,2087.73
M008898,M000610,336.47
M009972,M008516,6022.2
M003499,M002693,8522.23
M000074,M000306,240.91
M007417,M003223,1776.72
M009046,M001435,547.96
M004064,M008770,582.18
M001202,M005867,3849.93
M007895,M002953,2297.07
M002351,M001664,1391.87
M008616,M001348,9016.75
M003983,M005470,203.55
M008639,M000910,3253.23
M007631,M007112,1164.94
M009651,M003959,616.83
M000414,M005888,891.68
M008257,M006244,811.74
M006778,M002720,1478.66
M008164,M009466,639.25
M009719,M008651,6916.11
M008817,M004779,325.27
M002531,M002408,313.61
M009750,M008647,129.69
M008531,M004540,723.13
M009835,M009666,4395.84
M002831,M002164,495.54
M008454,M002661,312.67
M004822,M006974,1191.64
M001627,M003758,4529.94
M006450,M002801,703.04
M006474,M006167,1393.01
M005607,M009927,17.65
M007559,M003963,761.75
M007759,M009250,471.53
M004275,M008484,3348.84
M007713,M002354,2062.68
M006489,M003246,2092.71
M001476,M000127,1754.29
M008701,M001889,663.91
M009781,M003852,600.45
M007152,M003569,1006.07
M009900,M001369,1255.05
M002890,M005918,7166.05
M004064,M003570,1373.09
M000878,M005475,1328.08
M000776,M008698,2123.28
M005397,M002514,398.02
M002967,M005142,788.74
M002097,M005734,894.99
M009706,M001008,1042.09
M003595,M009075,828.8
M008913,M009932,840.11
M001000,M001657,36.71
M004576,M008285,129.12
M008185,M000822,10804.57
M002326,M004642,110.8
M008384,M005534,24983.22
M007298,M009814,569.53
M006040,M005469,1282.04
M002015,M002578,312.12
M001230,M005969,992.04
M007524,M006544,966.65
M005504,M009855,1197.86
M005705,M008888,538.95
M003451,M005178,23581.08
M007386,M008796,150.07
M003072,M003611,2884.76
M008508,M002239,176.16
M002066,M007483,1035.58
M003105,M004316,2840.12
M005731,M006150,170.77
M008565,M000316,3969.04
M002179,M002045,516.27
M003380,M008785,535.06
M000376,M009981,789.14
M008112,M001044,797.73
M008738,M003112,6300.35
M005171,M000693,189.84
M007407,M002139,9777.65
M008530,M005019,832.81
M001610,M008988,655.44
M002062,M009551,770.65
M002136,M006346,75778.28
M009620,M004860,2229.44
M009093,M007014,249027.48
M001736,M009966,1229.6
M000386,M005694,9115.71
M002855,M003000,211.41
M009167,M003224,322.62
M006580,M001665,140.82
M005564,M006984,3451.84
M005078,M008867,331.05
M000647,M008528,125.08
M000495,M003021,277.96
M001916,M006110,5986.49
M001990,M002835,620.81
M000893,M001308,1305.7
M007899,M002636,536.27
M002004,M002565,41.43
M007167,M001267,802.2
M006421,M001165,182.42
M003891,M006937,112.31
M002525,M007118,14543.97
M003053,M006593,553.76
M002294,M007149,27.92
M001272,M009528,30964.25
M009720,M007689,10584.73
M002525,M003488,313.13
M001345,M003359,614.91
M004529,M008161,6379.34
M008285,M004773,684.92
M008228,M007298,2305.9
M000529,M008744,202.05
M007513,M004683,1985.2
M003618,M007905,464.2
M009390,M005300,269.85
M000919,M004519,5019.13
M001980,M002294,4109.72
M008113,M005608,1294.55
M000374,M005298,12286.22
M004118,M006443,356.96
M009484,M009475,1552.78
M003448,M001703,78.02
M005169,M006231,365.89
M000978,M004280,41598.48
M000895,M001260,1295.61
M003233,M003381,1990.19
M003947,M007007,501.85
M006680,M004576,1367.89
M005801,M005549,2299.93
M001294,M007319,1323.88
M002521,M004742,586.88
M000228,M009606,761.22
M007066,M006749,80.51
M001761,M000296,1022.64
M007261,M002758,7401.59
M007755,M000304,404.1
M009369,M008474,780.35
M002574,M002383,651.86
M007432,M001062,475.05
M000738,M007450,903.21
M009617,M007319,1978.15
M003329,M004120,362.34
M006100,M008312,12183.37
M008609,M009073,128.32
M004531,M009648,2263.87
M001561,M004004,2998.6
M005847,M001773,153.04
M006263,M005478,526.38
M001064,M004107,13093.32
M001427,M008474,1110.18
M001767,M009963,127.25
M004342,M008184,2525.71
M001474,M008657,302.36
M005582,M003608,2161.76
M001166,M000035,19344.27
M008087,M003674,271.24
M007247,M006615,5089.71
M002006,M009857,3609.64
M004104,M000217,117.02
M001249,M004121,1652.66
M002398,M004977,1021.86
M009106,M004351,139.79
M007281,M006124,3439.79
M005940,M004390,162.98
M003425,M001822,603.08
M000271,M000018,4501.73
M004914,M007841,130.94
M005907,M005909,91.16
M007950,M001002,282.64
M007511,M004581,546.74
M003664,M007952,347.08
M007603,M008636,1714.16
M004339,M002453,546.37
M007865,M006131,502.55
M001091,M008580,10701.01
M005774,M006721,3528.31
M007919,M008055,858.62
M004706,M009373,2541.67
M001971,M009615,4607.6
M006006,M004431,1359.4
M008579,M007374,251.07
M001696,M009115,97.04
M006522,M003690,5213.72
M008554,M008691,2629.14
M000203,M004585,965.45
M003246,M002976,495.89
M006719,M007396,2661.68
M001213,M004547,3265.29
M008352,M000351,2161.01
M003464,M009270,114.75
M006734,M003436,951.75
M000406,M000802,2261.89
M007183,M003801,2653.16
M006434,M009343,3774.88
M007117,M007168,428.7
M000390,M008822,549.78
M004207,M000185,819.25
M008569,M000947,745.43
M005907,M001425,2511.56
M001678,M007651,552.93
M004655,M002182,274.99
M005153,M003122,618.46
M001113,M004851,1708.22
M003557,M006746,3794.54
M000461,M003592,13807.33
M006887,M000648,11380.86
M008852,M008462,1074.15
M009940,M001770,8026.5
M007219,M000405,220.89
M001434,M004943,146.4
M002846,M002059,2277.66
M008587,M007594,1252.35
M005010,M006334,461.5
M003100,M007399,143.03
M004289,M002107,1026.62
M008789,M005496,5994.74
M005059,M006988,544.65
M002790,M000605,915.75
M007572,M001766,1227.75
M004273,M005255,210.23
M003902,M000073,3072.41
M002185,M004585,785.28
M009878,M004500,387.36
M005455,M008129,408.15
M006850,M007848,238.33
M006716,M008082,103.6
M007601,M001775,94.86
M005390,M008019,1117.25
M003501,M003395,494.88
M003525,M000180,461.49
M007998,M000182,1963.24
M009563,M001235,708.53
M003203,M005667,7665.62
M002329,M002439,414.2
M001623,M002326,467.1
M007084,M000447,6819.21
M005562,M008751,5141.85
M008422,M001563,831.01
M005469,M002177,23.22
M001290,M006505,9035.77
M004803,M000900,536.08
M002202,M008723,46.34
M009918,M007395,102.03
M002319,M000034,15515.76
M005908,M007551,4310.99
M002404,M005345,288.01
M008705,M001314,738.56
M003853,M001018,5471.82
M006899,M009103,216.44
M008354,M009804,2464.43
M005237,M000940,891.02
M000084,M007088,651.24
M009098,M001553,284.59
M006816,M000801,138.34
M001352,M003561,322.56
M001269,M006659,1551.93
M001015,M000051,1758.26
M001063,M007338,149.68
M005458,M001386,3453.67
M003716,M007265,601.87
M001901,M002044,2987.92
M007904,M002341,172.22
M004062,M003093,2047.05
M001015,M006511,7720.68
M008866,M003160,2266.11
M008728,M000520,208.73
M006191,M004809,5323.18
M002407,M006383,2586.51
M001239,M002231,3436.63
M000697,M001252,171.85
M002989,M008980,3277.7
M007104,M003033,123.46
M003995,M000314,20316.2
M001292,M001572,78.75
M004980,M001050,469.97
M000024,M005146,98.8
M002745,M002050,1761.63
M002957,M006026,935.57
M003120,M003400,11862.19
M006770,M005677,277.71
M006924,M005579,2760.05
M001470,M005782,418.25
M006438,M005601,2214.58
M007962,M006403,912.19
M002222,M006108,775.93
M001405,M004740,2275.57
M001735,M009610,870.01
M009219,M000585,2443.21
M007721,M004757,1847.38
M008054,M000834,1914.31
M000032,M001592,1530.14
M009110,M004774,4283.76
M006865,M002391,5109.84
M004470,M000331,5300.02
M006460,M002208,25019.22
M000335,M006854,7141.85
M007546,M007654,293.66
M006773,M003638,87377.98
M006483,M009548,572.56
M007555,M005579,3264.64
M008921,M004247,443.29
M007868,M003819,427.25
M005153,M007185,5195.12
M007498,M002039,1484.48
M004398,M005490,1024.02
M009118,M004689,1581.37
M002461,M001098,41.99
M005279,M001264,252.93
M005677,M007034,578.47
M006845,M000123,635.71
M004190,M005334,874.92
M009814,M009208,2216.12
M003810,M001438,676.71
M003917,M005630,7197.73
M009278,M002234,563.84
M000381,M004810,1045.21
M006915,M009440,301.88
M003416,M009252,11652.53
M006413,M001127,106.68
M005943,M007197,674.02
M003077,M004434,2239.46
M007686,M006489,1851.99
M000626,M001450,582.0
M007040,M001638,4492.9
M005859,M005428,438.38
M000624,M005116,1650.24
M007584,M009735,138.12
M008231,M001556,45.77
M003954,M001814,358.68
M007989,M000118,790.27
M006719,M007496,1135.84
M006884,M008616,2270.19
M005790,M004313,74.07
M009650,M009713,292.19
M003402,M002053,23000.66
M009077,M004308,5972.0
M007677,M003394,1308.75
M001019,M000973,772.68
M003207,M004968,88.95
M009941,M006276,122.55
M000708,M000288,1440.05
M000822,M001123,466.77
M006210,M003937,462.06
M005810,M009653,1283.6
M008541,M005420,1590.57
M009590,M009136,2244.07
M009303,M006371,2785.36
M007250,M006390,1193.47
M007168,M006314,839.04
M002359,M003823,655.05
M000824,M002818,1288.17
M004217,M005526,3875.53
M007939,M006836,1411.61
M001206,M007628,2859.94
M002321,M000340,15795.63
M006343,M008515,1570.42
M007381,M000122,220.18
M007051,M006593,4243.98
M004032,M008473,224.37
M002538,M008054,911.05
M009893,M006440,99.39
M004671,M000489,3507.02
M009108,M004333,1635.74
M009145,M001304,385.27
M002547,M008028,280.84
M000421,M006054,11049.12
M002598,M005508,765.83
M007251,M001823,1689.71
M005211,M004450,2100.13
M001590,M002896,64788.09
M005138,M002830,2019.05
M004329,M007357,686.73
M007080,M001867,79.08
M002892,M006377,1068.13
M003036,M002385,340.23
M005438,M005548,299.92
M002581,M008023,18832.0
M001187,M004326,204.81
M004201,M008135,4747.57
M008746,M002315,6265.7
M003974,M001768,199.19
M005405,M008380,1474.67
M003628,M006982,818.16
M004976,M008928,900.73
M002857,M004007,3761.24
M005091,M006882,6772.86
M007718,M006686,566.54
M004042,M008996,461.08
M007873,M009258,39587.3
M004653,M007841,323.75
M009368,M003704,4033.71
M004117,M000496,6823.13
M007986,M006211,14950.81
M005804,M002809,1161.2
M000220,M000161,1765.29
M001528,M006039,10983.08
M003095,M009468,607.6
M001906,M005169,1566.03
M008127,M004158,156.99
M002708,M003026,73.97
M006599,M007763,3979.9
M003423,M000055,786.78
M005318,M000083,106.77
M000844,M002942,4676.74
M000766,M008981,16522.09
M009468,M004496,130.9
M008013,M006985,3944.93
M005051,M008627,68.36
M001551,M003712,637.64
M000464,M009326,214.48
M007495,M009942,335.25
M000102,M007914,4096.82
M001393,M000509,448.95
M007830,M009713,268.78
M007130,M008835,1396.19
M007551,M002631,7358.17
M001995,M002345,136.23
M008429,M009658,189.08
M005455,M003659,815.79
M000139,M005630,993.24
M007970,M008714,478.73
M003153,M007329,203.03
M002916,M000345,1806.44
M002281,M006429,380.92
M009628,M006074,3778.3
M009097,M009487,612.22
M006610,M008089,903.41
M001181,M004442,10.39
M005367,M000413,498.49
M003324,M000279,1333.59
M005959,M000408,1511.68
M000323,M001790,5860.93
M009224,M004889,4553.92
M005509,M003994,1192.17
M001151,M006869,1150.34
M001855,M005527,242.61
M002338,M008182,1823.5
M002556,M006449,2797.84
M006660,M007345,8930.37
M004216,M008322,98.41
M009138,M004481,3241.97
M004969,M005274,860.6
M003087,M008073,135.16
M005564,M005204,213.91
M000626,M006080,153.68
M006338,M003701,1985.6
M006234,M004373,1614.87
M008982,M002436,10188.8
M001944,M003750,1276.96
M004946,M001570,138.99
M006919,M001807,1508.4
M005216,M008571,521.92
M005753,M006739,2205.62
M007660,M002615,368.64
M005341,M009805,3296.76
M007210,M003718,2556.05
M000678,M003692,4645.09
M006012,M004437,78.85
M009327,M003307,14846.57
M006730,M007637,578.94
M001153,M007457,144.65
M002901,M000799,193.35
M005158,M002865,1037.28
M002665,M005751,541.32
M008921,M006463,798.48
M006749,M005522,576.18
M007274,M004646,73.4
M006861,M009398,565.43
M002807,M007750,465.61
M004909,M006819,749.91
M003401,M004863,3365.51
M007233,M004685,622.79
M005877,M006707,797.24
M006894,M008331,212.47
M006111,M000392,347.59
M001913,M005917,1581.09
M004232,M009616,892.65
M008292,M002201,671.63
M006485,M005653,26588.85
M004252,M008559,29136.15
M007618,M004923,699.8
M003125,M007657,1640.95
M000815,M000294,5296.64
M001010,M006405,1227.92
M000461,M008538,930.65
M003193,M006074,5327.12
M009403,M007139,94.62
M001454,M004873,86.8
M008327,M002492,71.92
M009627,M005240,759.22
M008299,M000358,1079.33
M004881,M007145,292.71
M004794,M008347,89.81
M001776,M003867,89.41
M006129,M007679,2456.41
M005898,M009386,208.08
M006343,M001112,404.93
M000700,M007646,366.12
M004949,M008223,4054.08
M002444,M007920,182.47
M003879,M003349,366.63
M004474,M004650,2664.47
M000101,M001224,110.93
M002035,M001173,263.08
M002576,M000471,556.07
M009800,M000478,326.39
M003158,M003776,1933.68
M002078,M002040,2582.86
M003564,M006229,2192.25
M006956,M005749,968.99
M008246,M006533,4531.35
M001645,M000069,137.12
M003753,M000485,97.74
M002872,M003076,19.57
M001623,M004058,520.12
M007849,M008106,2957.35
M002410,M004074,676.13
M001665,M002251,653.42
M005317,M002853,2156.04
M003699,M001416,2117.81
M008299,M003496,4773.6
M000119,M004425,484.83
M009245,M000152,1407.96
M001896,M007760,2185.81
M001232,M008463,960.67
M008263,M001371,2549.31
M008672,M009019,199.21
M001444,M003703,7156.54
M008227,M000690,177.97
M006461,M000235,2211.33
M000917,M008701,5235.6
M007618,M001018,4082.58
M001469,M001098,8955.28
M002928,M003776,28.25
M009687,M007016,3449.02
M004661,M000560,2810.39
M001559,M009957,26.85
M000818,M008217,203.73
M007593,M009464,2177.11
M001781,M008350,3740.88
M005712,M007820,147.71
M001265,M007981,1472.17
M004946,M001226,3893.91
M006518,M006464,379.35
M004190,M001468,9925.74
M002192,M003421,36965.78
M002523,M003811,787.16
M004653,M009884,4902.24
M000726,M006441,2777.93
M005926,M001957,284.74
M004792,M006741,1798.12
M004139,M003426,328.36
M007734,M008240,2041.58
M000654,M007124,2556.42
M003443,M001830,35913.64
M003640,M007900,9247.42
M007943,M001985,830.78
M008259,M005467,1872.22
M005684,M004433,205.34
M006049,M005481,110.44
M003575,M009939,1279.52
M007841,M007667,501.21
M001639,M007629,31420.49
M008326,M008271,24013.62
M004086,M001795,566.43
M007215,M009188,1216.18
M009368,M002053,3549.73
M001040,M003155,1799.32
M000094,M006722,1221.16
M006693,M004343,739.48
M001816,M008222,267.11
M003734,M004106,634.64
M000931,M000295,1573.39
M005269,M004402,877.93
M007113,M008096,5922.87
M006801,M006988,2691.27
M008029,M003616,1356.3
M004149,M003431,1727.89
M003806,M001548,287.55
M007069,M007651,700.06
M003825,M001268,1120.7
M006606,M003715,2750.6
M001694,M003143,2937.46
M003489,M008035,3729.77
M007498,M000605,141.16
M009078,M003599,1180.68
M009654,M005217,10030.23
M003378,M004335,1583.79
M003996,M009748,580.89
M002327,M006328,110.12
M007789,M005408,186.14
M008335,M006866,133.22
M009464,M000437,251.59
M003662,M002753,2458.74
M006354,M003515,571.39
M004378,M002384,535.16
M009993,M002552,277.46
M000612,M001498,4738.92
M008911,M006830,20785.47
M001889,M003771,5463.04
M003783,M008053,62.78
M000588,M008512,1006.37
M002316,M001651,6591.78
M007655,M006729,2197.36
M004979,M008373,1228.64
M009883,M004001,1153.53
M002896,M005337,335.69
M005906,M006463,1165.02
M006016,M001034,343.83
M004616,M007591,3462.68
M002282,M009035,154.51
M004719,M001261,2751.58
M003290,M005755,816.29
M008662,M005305,4515.79
M008626,M008305,391.48
M002853,M000868,746.26
M003476,M007310,389.23
M004328,M006458,1843.96
M000586,M000459,461.46
M006559,M007872,5495.72
M008432,M005338,97.81
M007629,M001859,2579.7
M003266,M001568,2269.26
M000595,M004153,219.06
M000767,M009037,522.12
M009352,M000881,2009.51
M004520,M001935,449.93
M000420,M006192,1107.89
M009155,M001542,26820.14
M004811,M005972,3842.85
M006695,M006384,476.1
M003271,M008704,720.56
M005240,M004909,62.62
M008094,M003533,1203.46
M003284,M004005,556.83
M003565,M004740,368.63
M007195,M006296,226.23
M003130,M000530,397.22
M000569,M003346,351.78
M005411,M006754,473.66
M006510,M008998,60550.89
M006593,M003574,535.95
M003999,M008075,2924.55
M005787,M004329,295.6
M000676,M001847,34.12
M000457,M003732,1177.23
M005207,M005881,975.91
M000898,M004443,17559.79
M004948,M008130,1983.89
M009331,M001942,13798.16
M009093,M009526,1106.37
M005106,M008028,650.28
M000635,M008998,774.27
M009280,M007527,724.76
M008211,M000986,2088.33
M004879,M007885,2178.67
M000279,M006045,143.42
M001725,M000434,2418.35
M006966,M006886,69.31
M005357,M009057,791.45
M006973,M007787,1357.68
M008923,M005607,17330.02
M007645,M006754,3522.23
M000975,M007184,28660.57
M001252,M003161,1848.99
M006812,M005723,2704.35
M000041,M009230,118.3
M006204,M009687,267.45
M004011,M001420,150.23
M006477,M000992,4300.67
M007876,M007067,1780.36
M008629,M003086,533.41
M002286,M003248,2504.75
M000294,M007898,1275.67
M004497,M003681,148.67
M001015,M001395,913.97
M002140,M005352,178.98
M002092,M000643,14919.06
M004048,M002500,3981.4
M009188,M005989,84.34
M001206,M008594,4167.82
M008935,M003701,527.93
M003265,M000136,14071.97
M005688,M003653,1286.07
M003396,M006404,7107.37
M007654,M008046,2416.41
M003955,M007382,514.31
M004446,M009944,4578.06
M009058,M004478,1590.07
M002059,M009416,1585.26
M006982,M006131,2092.84
M003620,M003489,4902.66
M005543,M002755,1034.95
M004304,M009210,2597.5
M008172,M007409,779.53
M001532,M001843,4269.38
M000997,M002299,964.33
M000588,M001814,410.16
M004261,M002651,2376.4
M007007,M005790,1481.76
M005326,M006743,4104.32
M000473,M002843,4708.03
M005838,M006334,4598.54
M008154,M006059,613.78
M000712,M007605,842.53
M003818,M008418,161.52
M007921,M001988,309.43
M008100,M006603,1308.93
M006289,M005692,1792.1
M000647,M005308,4020.74
M004140,M000610,1536.5
M004514,M002950,1703.45
M002205,M005782,329.0
M002116,M009855,752.46
M008378,M005357,20377.42
M002441,M007932,437.57
M009795,M005498,1276.87
M005284,M003106,323.33
M006387,M003545,5810.59
M007021,M005542,955.67
M004195,M005987,1581.52
M009889,M000783,8723.25
M009783,M006853,534.49
M008197,M004808,1730.89
M002811,M009121,3766.84
M004885,M002538,2894.03
M004309,M007204,802.2
M002803,M000314,1424.41
M001651,M003443,193.54
M006147,M004908,7544.46
M001565,M000196,222.18
M002505,M008844,1477.93
M003955,M003506,1885.31
